x_synthetic,y_synthetic
0.45282326113108917,0.0012894160910936867
0.49852352986344006,0.0016755851305773118
0.544223798595791,0.0021604013344803203
0.5899240673281418,0.0027637438902013444
0.6356243360604926,0.0035079842349919855
0.6813246047928435,0.0044178931396769315
0.7270248735251944,0.005520418597061755
0.7727251422575452,0.006844312256031822
0.8184254109898961,0.008419585750775171
0.864125679722247,0.010276784145864764
0.9098259484545979,0.012446071963599358
0.9555262171869487,0.014956137810524907
1.0012264859192996,0.01783293618669542
1.0469267546516505,0.021098299111237385
1.0926270233840012,0.02476846494920509
1.1383272921163523,0.028852586265677545
1.184027560848703,0.03335129146898287
1.229727829581054,0.03825538513424004
1.2754280983134048,0.043544777914159734
1.3211283670457556,0.049187737655649835
1.3668286357781065,0.05514054780589115
1.4125289045104574,0.06134764684610859
1.4582291732428083,0.06774230326289396
1.5039294419751592,0.07424785495725372
1.54962971070751,0.08077951111378157
1.595329979439861,0.0872466801136273
1.6410302481722119,0.09355575129788783
1.6867305169045625,0.0996132238720313
1.7324307856369134,0.10532904577071202
1.7781310543692643,0.11062000161257067
1.8238313231016152,0.11541297440428891
1.869531591833966,0.11964790229405921
1.915231860566317,0.12328026055372893
1.960932129298668,0.12628292028369514
2.0066323980310186,0.1286472682631479
2.0523326667633697,0.1303835150669595
2.098032935495721,0.13152016826821708
2.1437332042280715,0.13210270072770114
2.189433472960422,0.13219149664517854
2.2351337416927732,0.13185920606108667
2.280834010425124,0.131187677894335
2.3265342791574746,0.13026466896997635
2.3722345478898257,0.1291805392780316
2.417934816622177,0.1280251404738117
2.4636350853545275,0.1268850852212015
2.509335354086878,0.12584155057111612
2.5550356228192292,0.12496872161904349
2.60073589155158,0.12433292577825361
2.646436160283931,0.12399244757372489
2.6921364290162817,0.12399795385299536
2.737836697748633,0.124393404787962
2.7835369664809835,0.12521728177165153
2.8292372352133346,0.12650393336046745
2.8749375039456853,0.12828482778069386
2.920637772678036,0.13058950687175577
2.966338041410387,0.1334460618159995
3.0120383101427377,0.13688099415108232
3.057738578875089,0.14091838338704524
3.1034388476074395,0.14557835071562772
3.1491391163397906,0.15087488141182312
3.1948393850721413,0.1568131405398669
3.2405396538044924,0.16338648125188082
3.286239922536843,0.17057339638755914
3.331940191269194,0.17833469714572733
3.377640460001545,0.18661121347989165
3.4233407287338955,0.19532229740298263
3.4690409974662466,0.2043653723208377
3.5147412661985973,0.21361671062951876
3.5604415349309484,0.22293354186793252
3.606141803663299,0.2321575002335645
3.65184207239565,0.2411193201433848
3.697542341128001,0.24964458951430976
3.743242609860352,0.2575602805549584
3.7889428785927026,0.26470170469282633
3.8346431473250537,0.27091948832478846
3.8803434160574044,0.27608614422659555
3.926043684789755,0.28010182241071924
3.971743953522106,0.28289886427456085
4.017444222254457,0.2844448528020165
4.063144490986808,0.2847439447392205
4.108844759719158,0.28383638136298295
4.15454502845151,0.2817961944597528
4.20024529718386,0.2787272443206181
4.2459455659162115,0.27475783770009793
4.291645834648563,0.2700342671996708
4.337346103380913,0.26471368220949665
4.383046372113264,0.25895674013907793
4.428746640845615,0.2529204923668847
4.474446909577965,0.24675193195643286
4.520147178310317,0.2405825721765866
4.5658474470426675,0.23452434109459644
4.611547715775018,0.2286669748360861
4.65724798450737,0.22307697877860713
4.70294825323972,0.2177981109182601
4.74864852197207,0.21285323383619834
4.794348790704422,0.20824728924475577
4.840049059436772,0.20397107875749404
4.885749328169123,0.20000549113187954
4.931449596901475,0.19632580234732716
4.977149865633825,0.19290569066789565
5.022850134366177,0.189720652106128
5.068550403098527,0.18675056814628652
5.114250671830877,0.18398126118630853
5.159950940563229,0.18140496672298795
5.20565120929558,0.17901974706824586
5.25135147802793,0.1768279616449698
5.297051746760282,0.17483398664426117
5.342752015492632,0.17304143622294352
5.388452284224982,0.17145017431263965
5.434152552957334,0.1700534182536137
5.4798528216896845,0.16883522265393025
5.5255530904220365,0.1677685958975948
5.571253359154387,0.16681444616281643
5.616953627886737,0.16592148368737922
5.662653896619089,0.16502712735199243
5.708354165351439,0.16405938294427672
5.754054434083789,0.16293958415701815
5.799754702816141,0.1615858213299505
5.845454971548492,0.15991683200208429
5.891155240280842,0.15785609495620756
5.936855509013194,0.15533585745439565
5.982555777745544,0.15230083393258176
6.028256046477896,0.14871134205526546
6.073956315210246,0.1445456857938415
6.1196565839425965,0.13980165100873956
6.1653568526749485,0.1344970420580128
6.211057121407299,0.12866925307419966
6.256757390139649,0.12237392971654955
6.302457658872001,0.1156828319104634
6.348157927604351,0.1086810516867823
6.393858196336701,0.10146377019578227
6.439558465069053,0.09413275300517533
6.485258733801404,0.08679278287550662
6.530959002533756,0.07954821549702223
