x_synthetic,y_synthetic
-2310762.7328063403,1.0950118444207905e-10
-2220893.4358198773,1.5320045846715536e-10
-2131024.1388334143,2.1230862170173357e-10
-2041154.841846951,2.9144723376550345e-10
-1951285.544860488,3.9633014679439364e-10
-1861416.2478740248,5.339260900227755e-10
-1771546.9508875618,7.126168947100323e-10
-1681677.6539010988,9.423416326833577e-10
-1591808.3569146357,1.2347152339016644e-09
-1501939.0599281725,1.6031089241618428e-09
-1412069.7629417095,2.0626793396864006e-09
-1322200.4659552462,2.6303336767699153e-09
-1232331.1689687832,3.324619923255226e-09
-1142461.8719823202,4.165534212972048e-09
-1052592.5749958572,5.174241642699554e-09
-962723.278009394,6.372712340375475e-09
-872853.9810229309,7.78328084949928e-09
-782984.6840364679,9.428143503975535e-09
-693115.3870500047,1.1328814769175459e-08
-603246.0900635417,1.3505568780303065e-08
-513376.79307707865,1.5976895756009438e-08
-423507.4960906154,1.8759003910914677e-08
-333638.1991041524,2.1865395415554603e-08
-243768.90211768937,2.5306539610369422e-08
-153899.60513122613,2.9089658182835147e-08
-64030.30814476311,3.3218625882373184e-08
25838.988841699902,3.769397750704495e-08
115708.28582816292,4.2512998642291986e-08
205577.58281462593,4.7669865514023806e-08
295446.8798010894,5.315578998386573e-08
385316.1767875524,5.895912071598491e-08
475185.47377401544,6.506535213087462e-08
565054.7707604785,7.145699967697254e-08
654924.0677469415,7.811331327818068e-08
744793.3647334045,8.500981987793362e-08
834662.6617198675,9.211770935294324e-08
924531.958706331,9.940310358180471e-08
1014401.255692794,1.0682627348842554e-07
1104270.552679257,1.1434089055281362e-07
1194139.84966572,1.2189341477193684e-07
1284009.146652183,1.2942272793829664e-07
1373878.443638646,1.3686011767030717e-07
1463747.7406251095,1.4412970312492591e-07
1553617.0376115725,1.5114936811624387e-07
1643486.3345980356,1.5783223297645495e-07
1733355.6315844986,1.6408865551229559e-07
1823224.9285709616,1.6982870725748052e-07
1913094.2255574246,1.7496502784458992e-07
2002963.522543888,1.7941592178611707e-07
2092832.8195303506,1.831085320341224e-07
2182702.116516814,1.8598190645534695e-07
2272571.4135032766,1.8798976886269057e-07
2362440.71048974,1.8910281628678316e-07
2452310.0074762036,1.8931038821971463e-07
2542179.304462666,1.8862138980197293e-07
2632048.6014491296,1.870643964450259e-07
2721917.898435592,1.8468691848214342e-07
2811787.1954220557,1.8155385699189466e-07
2901656.492408519,1.777452317926821e-07
2991525.7893949817,1.733533059759225e-07
3081395.086381445,1.6847926513428889e-07
3171264.3833679077,1.6322963148517655e-07
3261133.680354371,1.5771260228759383e-07
3351002.9773408337,1.5203449828795478e-07
3440872.274327297,1.4629649239572033e-07
3530741.5713137607,1.4059176321163616e-07
3620610.8683002233,1.350031848543746e-07
3710480.1652866867,1.2960162656681072e-07
3800349.4622731493,1.2444489575638032e-07
3890218.7592596128,1.195773192446289e-07
3980088.0562460753,1.1502992207106328e-07
4069957.353232539,1.1082113326491522e-07
4159826.6502190023,1.0695792506695617e-07
4249695.947205465,1.0343727705880162e-07
4339565.244191928,1.0024784984642247e-07
4429434.54117839,9.737175408683627e-08
4519303.838164855,9.478630897376022e-08
4609173.135151317,9.246569861813728e-08
4699042.43213778,9.038245356241371e-08
4788911.729124244,8.850870624128396e-08
4878781.026110707,8.681719175967102e-08
4968650.323097169,8.52819871692502e-08
5058519.620083632,8.387900193535719e-08
5148388.917070096,8.25862482337614e-08
5238258.214056559,8.138393121465288e-08
5328127.511043021,8.025440596287848e-08
5417996.808029486,7.918204955867031e-08
5507866.105015948,7.815309381245989e-08
5597735.402002411,7.715545767811419e-08
5687604.6989888735,7.617860906854837e-08
5777473.995975338,7.521347497646453e-08
5867343.2929618005,7.425240762936384e-08
5957212.589948263,7.32892039712943e-08
6047081.886934727,7.231916695783578e-08
6136951.18392119,7.133919060830075e-08
6226820.4809076525,7.034784682227195e-08
6316689.777894117,6.934545069487083e-08
6406559.0748805795,6.833408226881233e-08
6496428.371867042,6.731754596682929e-08
6586297.668853506,6.63012538638922e-08
6676166.965839969,6.529202494500198e-08
6766036.262826432,6.429779902113514e-08
6855905.559812894,6.332727056380551e-08
6945774.8567993585,6.238945396053456e-08
7035644.153785821,6.149319725830028e-08
7125513.450772284,6.064666608616832e-08
7215382.747758748,5.985682292102553e-08
7305252.044745211,5.9128929010247147e-08
7395121.341731673,5.846609695369067e-08
7484990.6387181375,5.7868921072254417e-08
7574859.9357046,5.733521019855714e-08
7664729.232691063,5.685984343399472e-08
7754598.529677525,5.643476383414775e-08
7844467.82666399,5.604911812877623e-08
7934337.123650452,5.5689542786693765e-08
8024206.420636915,5.534058844055552e-08
8114075.717623379,5.4985266416351466e-08
8203945.014609842,5.460569343590786e-08
8293814.311596304,5.418380404182285e-08
8383683.608582767,5.3702095438661304e-08
8473552.905569231,5.314436664953854e-08
8563422.202555694,5.249641340325621e-08
8653291.499542156,5.174664207157916e-08
8743160.79652862,5.0886570168150955e-08
8833030.093515083,4.9911187131892426e-08
8922899.390501546,4.88191569398811e-08
9012768.687488008,4.7612853015562894e-08
9102637.984474473,4.629822534441027e-08
9192507.281460935,4.488450908869967e-08
9282376.578447398,4.3383792733440965e-08
9372245.875433862,4.1810471376055606e-08
9462115.172420325,4.018061674989735e-08
9551984.469406787,3.851129959973411e-08
9641853.76639325,3.6819901871236715e-08
9731723.063379714,3.512345572528001e-08
9821592.360366177,3.343804366299581e-08
9911461.65735264,3.1778289208870666e-08
10001330.954339104,3.015696094533986e-08
10091200.251325566,2.8584704653235537e-08
10181069.548312029,2.7069909431516122e-08
10270938.845298491,2.5618704573788097e-08
10360808.142284956,2.4235075336217187e-08
10450677.439271418,2.2921078198239335e-08
10540546.73625788,2.167713038133129e-08
10630416.033244345,2.0502344712231016e-08
10720285.330230808,1.9394879678575776e-08
10810154.62721727,1.8352275797834332e-08
10900023.924203733,1.737175304850389e-08
10989893.221190197,1.6450449721819937e-08
11079762.51817666,1.558559008417914e-08
11169631.815163122,1.4774576006699219e-08
11259501.112149587,1.4015005470462242e-08
11349370.40913605,1.3304627862820282e-08
11439239.706122512,1.2641251602935928e-08
11529109.003108976,1.202262339157263e-08
11618978.300095439,1.1446299992056525e-08
11708847.597081902,1.0909532862986945e-08
11798716.894068364,1.0409183348369095e-08
11888586.191054828,9.941681853227241e-09
11978455.488041291,9.503039007430203e-09
12068324.785027754,9.088910850706439e-09
12158194.082014218,8.694714182090141e-09
12248063.37900068,8.315782987408253e-09
12337932.675987143,7.947552767874413e-09
12427801.972973606,7.5857569769488e-09
12517671.26996007,7.226618799136387e-09
12607540.566946533,6.867022168282762e-09
12697409.863932995,6.504648059508774e-09
12787279.16091946,6.138065402482679e-09
12877148.457905922,5.7667700671147366e-09
12967017.754892385,5.391169832970823e-09
13056887.051878847,5.012517638107824e-09
13146756.348865312,4.632799321451639e-09
13236625.645851774,4.254585211542141e-09
13326494.942838237,3.880857059402496e-09
13416364.239824701,3.514822861217508e-09
13506233.536811164,3.159732074121917e-09
13596102.833797626,2.8187027007292824e-09
13685972.130784089,2.494569888360876e-09
13775841.427770553,2.1897632931948032e-09
13865710.724757016,1.9062177583470227e-09
13955580.021743478,1.6453191062193342e-09
14045449.318729943,1.40788428085982e-09
14135318.615716405,1.1941728822888857e-09
14225187.912702868,1.0039254418918146e-09
14315057.20968933,8.364226649917047e-10
14404926.506675795,6.905593232882882e-10
14494795.80366226,5.649264739926943e-10
14584665.10064872,4.578961321036229e-10
14674534.397635184,3.6770331893694277e-10
14764403.694621645,2.9252143326080713e-10
14854272.99160811,2.3052802181968513e-10
14944142.288594574,1.7995915621030203e-10
15034011.585581034,1.3915166526858684e-10
15123880.882567499,1.0657336274397993e-10
15213750.179553963,8.084211081688682e-11
15303619.476540424,6.073505650130896e-11
15393488.773526888,4.518967593447414e-11
15483358.070513353,3.329838214357629e-11
15573227.367499813,2.429842632751759e-11
