x_synthetic,y_synthetic
-7149.575944309498,1.2916995383614129e-08
-6883.280119235532,1.7837944513730174e-08
-6616.984294161566,2.4436488559730067e-08
-6350.6884690876,3.321036041439408e-08
-6084.392644013635,4.4779628469653606e-08
-5818.096818939668,5.990899056646263e-08
-5551.800993865702,7.953198994254203e-08
-5285.505168791737,1.0477675213856134e-07
-5019.209343717771,1.3699267184872978e-07
-4752.913518643805,1.7777729860734222e-07
-4486.6176935698395,2.290024884919682e-07
-4220.321868495874,2.928387159740687e-07
-3954.0260434219076,3.717762872609828e-07
-3687.730218347942,4.6864207625476354e-07
-3421.4343932739757,5.866103288558356e-07
-3155.13856820001,7.292060621270413e-07
-2888.8427431260443,9.00299631433368e-07
-2622.5469180520786,1.1040911581833895e-06
-2356.251092978113,1.3450837071212294e-06
-2089.955267904147,1.6280443754576062e-06
-1823.6594428301814,1.957952802695484e-06
-1557.3636177562148,2.3399370219193392e-06
-1291.067792682249,2.7791970386929264e-06
-1024.7719676082834,3.280917026896298e-06
-758.4761425343177,3.8501675527484595e-06
-492.18031746035194,4.4917997568143674e-06
-225.88449238638623,5.210333914351024e-06
40.41133268757949,6.009845230288794e-06
306.7071577615461,6.893850078551938e-06
573.0029828355118,7.86519613798257e-06
839.2988079094775,8.925959981358309e-06
1105.5946329834424,1.007735561486872e-05
1371.890458057409,1.131965722251151e-05
1638.1862831313756,1.2652138929939535e-05
1904.4821082053404,1.4073033762231597e-05
2170.777933279307,1.557951314001701e-05
2437.073758353272,1.7167687264640434e-05
2703.3695834272385,1.883262563024876e-05
2969.6654085012033,2.0568395732780255e-05
3235.96123357517,2.2368116905316086e-05
3502.2570586491347,2.4224025193952604e-05
3768.5528837231013,2.6127544405694566e-05
4034.848708797068,2.806935801833265e-05
4301.144533871033,3.0039476640437644e-05
4567.440358944999,3.202729622348444e-05
4833.736184018964,3.402164329787754e-05
5100.032009092931,3.6010805122354497e-05
5366.327834166896,3.798254473636189e-05
5632.623659240862,3.992410335960927e-05
5898.919484314829,4.182219520332676e-05
6165.215309388794,4.366300230325784e-05
6431.51113446276,4.543217917987098e-05
6697.806959536725,4.711487869114809e-05
6964.102784610692,4.8695811101792556e-05
7230.398609684657,5.0159347936500594e-05
7496.694434758623,5.148968048510971e-05
7762.99025983259,5.2671039866045006e-05
8029.286084906555,5.36879814419451e-05
8295.581909980521,5.452573136087427e-05
8561.877735054486,5.517058743351253e-05
8828.173560128453,5.5610360912541706e-05
9094.469385202417,5.5834840532282625e-05
9360.765210276382,5.583625591691471e-05
9627.06103535035,5.5609714646454165e-05
9893.356860424316,5.515358624884236e-05
10159.65268549828,5.446980738160198e-05
10425.948510572249,5.35640855135598e-05
10692.244335646214,5.24459833580425e-05
10958.540160720178,5.1128872800377364e-05
11224.835985794143,4.962975460547442e-05
11491.131810868112,4.7968948178596855e-05
11757.427635942076,4.616966342875e-05
12023.723461016041,4.4257473711172515e-05
12290.01928609001,4.22597143452533e-05
12556.315111163975,4.020483489298079e-05
12822.61093623794,3.812173498953135e-05
13088.906761311904,3.6039112982572616e-05
13355.202586385873,3.3984854091979844e-05
13621.498411459837,3.198548054917418e-05
13887.794236533802,3.0065680651656495e-05
14154.090061607767,2.8247927396857225e-05
14420.385886681735,2.6552190897600735e-05
14686.6817117557,2.4995742668607375e-05
14952.977536829665,2.3593044583869876e-05
15219.273361903633,2.2355711210466535e-05
15485.569186977598,2.1292531569585335e-05
15751.865012051563,2.0409535264007377e-05
16018.160837125528,1.971008830644994e-05
16284.456662199496,1.9195005719486362e-05
16550.75248727346,1.8862670781681465e-05
16817.048312347426,1.8709154312491896e-05
17083.344137421394,1.8728331219526623e-05
17349.63996249536,1.891199526297039e-05
17615.935787569324,1.924997623347049e-05
17882.23161264329,1.9730266157781713e-05
18148.527437717257,2.0339162491797466e-05
18414.823262791222,2.1061436390753432e-05
18681.119087865187,2.188053303901655e-05
18947.414912939155,2.2778808778259647e-05
19213.71073801312,2.3737806610425018e-05
19480.006563087085,2.4738567885779253e-05
19746.30238816105,2.57619740006886e-05
20012.59821323502,2.678910814116443e-05
20278.894038308983,2.780162392472107e-05
