x_real,y_real
-3292754.392510612,3.1397792696566837e-10
-3197749.3866713094,3.880586720364158e-10
-3102744.3808320067,4.776908219678408e-10
-3007739.374992704,5.85668249807017e-10
-2912734.3691534013,7.151808761468508e-10
-2817729.3633140987,8.698488277816782e-10
-2722724.3574747965,1.0537551257014483e-09
-2627719.351635494,1.271475805684624e-09
-2532714.345796191,1.5281062268858304e-09
-2437709.3399568885,1.8292821875220332e-09
-2342704.334117586,2.1811943493427133e-09
-2247699.328278283,2.590594381944468e-09
-2152694.3224389805,3.0647911824510946e-09
-2057689.3165996778,3.6116355139864946e-09
-1962684.3107603753,4.239491445781759e-09
-1867679.3049210727,4.957193076030911e-09
-1772674.29908177,5.773985181934227e-09
-1677669.2932424673,6.699446674309452e-09
-1582664.2874031647,7.743396039188951e-09
-1487659.2815638622,8.915778325912626e-09
-1392654.2757245596,1.0226533687435135e-08
-1297649.269885257,1.1685447987763926e-08
-1202644.2640459542,1.3301986554136269e-08
-1107639.2582066515,1.5085112754818037e-08
-1012634.2523673489,1.704309371105365e-08
-917629.2465280462,1.9183296084486632e-08
-822624.2406887435,2.1511975497522486e-08
-727619.2348494413,2.4034063719924426e-08
-632614.2290101387,2.6752958265616375e-08
-537609.223170836,2.9670319464252766e-08
-442604.2173315333,3.27858803785429e-08
-347599.21149223065,3.609727510854899e-08
-252594.20565292798,3.959989103935394e-08
-157589.1998136253,4.328675043403527e-08
-62584.19397432264,4.714842644049133e-08
32420.81186498003,5.117299806520154e-08
127425.8177042827,5.534604797309514e-08
222430.82354358537,5.965070611114224e-08
317435.8293828876,6.406774114208595e-08
412440.83522219025,6.857570053888362e-08
507445.8410614929,7.315109896127305e-08
602450.8469007956,7.776865325020215e-08
697455.8527400983,8.240156107462664e-08
792460.8585794009,8.702181899204244e-08
887465.8644187036,9.160057448368771e-08
982470.8702580058,9.610850544137906e-08
1077475.876097309,1.0051621965642533e-07
1172480.8819366111,1.047946661284047e-07
1267485.8877759143,1.0891554950294061e-07
1362490.8936152165,1.1285173868539016e-07
1457495.8994545196,1.165776606751454e-07
1552500.9052938218,1.2006967092700907e-07
1647505.911133125,1.233063920659069e-07
1742510.9169724272,1.2626901354330493e-07
1837515.9228117294,1.2894154580320691e-07
1932520.9286510325,1.313110236894367e-07
2027525.9344903347,1.3336765513424683e-07
2122530.940329638,1.3510491257627324e-07
2217535.94616894,1.3651956601553572e-07
2312540.952008243,1.3761165807560905e-07
2407545.9578475454,1.3838442286032104e-07
2502550.9636868485,1.3884415171952062e-07
2597555.9695261507,1.3900001023553172e-07
2692560.975365454,1.3886381177514195e-07
2787565.981204756,1.384497537951237e-07
2882570.9870440583,1.3777412372429888e-07
2977575.9928833614,1.3685498166256805e-07
3072580.9987226636,1.3571182733605407e-07
3167586.0045619668,1.343652587344719e-07
3262591.010401269,1.3283662964602665e-07
3357596.016240572,1.3114771291655992e-07
3452601.0220798743,1.2932037571799463e-07
3547606.0279191774,1.2737627244432278e-07
3642611.0337584796,1.2533656009123048e-07
3737616.039597783,1.232216401481762e-07
3832621.045437085,1.210509301687986e-07
3927626.051276387,1.1884266731449346e-07
4022631.0571156903,1.1661374531177867e-07
4117636.0629549925,1.1437958544826201e-07
4212641.068794295,1.121540414726186e-07
4307646.074633598,1.099493375751788e-07
4402651.080472901,1.077760380180156e-07
4497656.086312203,1.056430464638303e-07
4592661.092151506,1.0355763262529635e-07
4687666.097990809,1.0152548352189891e-07
4782671.103830112,9.955077638837129e-08
4877676.109669413,9.763627012424273e-08
4972681.115508717,9.578341210277878e-08
5067686.12134802,9.399245716334176e-08
5162691.127187323,9.226259568640343e-08
5257696.133026624,9.05920877866229e-08
5352701.138865927,8.897840084726875e-08
5447706.14470523,8.74183478488491e-08
5542711.1505445335,8.59082242056361e-08
5637716.156383835,8.44439411050305e-08
5732721.162223138,8.302115363549457e-08
5827726.168062441,8.163538227839108e-08
5922731.173901742,8.0282126617339e-08
6017736.179741045,7.895697037640424e-08
6112741.185580349,7.765567712771398e-08
6207746.191419652,7.637427620377453e-08
6302751.197258953,7.510913850588517e-08
6397756.203098256,7.385704201595466e-08
6492761.208937559,7.261522689572463e-08
6587766.214776862,7.138144009847128e-08
6682771.220616164,7.015396942979859e-08
6777776.226455467,6.893166698444024e-08
6872781.23229477,6.771396186511972e-08
6967786.238134071,6.650086206866615e-08
7062791.243973374,6.529294541537416e-08
7157796.2498126775,6.409133941126339e-08
7252801.255651981,6.28976899794738e-08
7347806.261491282,6.171411908455442e-08
7442811.267330585,6.054317140717937e-08
7537816.273169888,5.9387750408889355e-08
7632821.279009191,5.8251044355170435e-08
7727826.284848493,5.713644313508727e-08
7822831.290687796,5.6047447017587546e-08
7917836.296527099,5.498756880588714e-08
8012841.3023664,5.3960231176609757e-08
8107846.308205703,5.296866130213291e-08
8202851.314045006,5.2015785134340115e-08
8297856.31988431,5.110412395714768e-08
8392861.32572361,5.023569597631364e-08
8487866.331562914,4.9411925792895014e-08
8582871.337402217,4.8633564589256116e-08
8677876.34324152,4.7900623735747954e-08
8772881.349080821,4.7212324298792e-08
8867886.354920125,4.6567064598895264e-08
8962891.360759428,4.59624075370935e-08
9057896.366598729,4.5395088892468336e-08
