x_real,y_real
-8499.614210137946,6.190214010780111e-08
-8234.924307347615,7.622573528635769e-08
-7970.2344045572845,9.347430611733187e-08
-7705.5445017669535,1.1415239473808593e-07
-7440.854598976623,1.3883143964707829e-07
-7176.164696186292,1.6815467205472435e-07
-6911.47479339596,2.0284162345189824e-07
-6646.784890605629,2.43692078278208e-07
-6382.094987815298,2.915892935113932e-07
-6117.405085024967,3.4750229884114753e-07
-5852.715182234636,4.124870877504612e-07
-5588.025279444304,4.876865121444385e-07
-5323.335376653973,5.743287018489535e-07
-5058.645473863642,6.737238458716404e-07
-4793.955571073311,7.872591950576895e-07
-4529.26566828298,9.163921756778534e-07
-4264.575765492649,1.0626415402262833e-06
-3999.8858627023183,1.2275765246037783e-06
-3735.1959599119873,1.4128040288857344e-06
-3470.5060571216563,1.619953890650914e-06
-3205.8161543313254,1.8506623736989438e-06
-2941.1262515409935,2.106554048984587e-06
-2676.4363487506625,2.3892222966480924e-06
-2411.7464459603316,2.7002087059512092e-06
-2147.0565431700006,3.0409816916002503e-06
-1882.3666403796697,3.412914678365408e-06
-1617.6767375893387,3.817264229373909e-06
-1352.9868347990077,4.255148505629918e-06
-1088.2969320086759,4.727526444341572e-06
-823.6070292183449,5.2351780312130905e-06
-558.917126428014,5.7786860172856e-06
-294.227223637683,6.358419395092041e-06
-29.53732084735202,6.974518903324865e-06
235.15258194297894,7.626884775918088e-06
499.8424847333099,8.315166892863388e-06
764.5323875236409,9.038757428956642e-06
1029.2222903139718,9.796786035898609e-06
1293.9121931043028,1.0588117535626264e-05
1558.6020958946337,1.1411352051121683e-05
1823.2919986849647,1.2264827457582996e-05
2087.9819014752957,1.3146624003615663e-05
2352.6718042656285,1.4054570930292158e-05
2617.3617070559594,1.498625490615042e-05
2882.0516098462904,1.5939030098384696e-05
3146.7415126366213,1.691002971387565e-05
3411.4314154269523,1.7896178866944455e-05
3676.1213182172833,1.889420866190788e-05
3940.811221007614,1.9900671415370414e-05
4205.501123797945,2.0911956983176467e-05
4470.191026588276,2.192431019742064e-05
4734.880929378607,2.2933849457285656e-05
4999.570832168938,2.3936586551336878e-05
5264.260734959269,2.4928447816133723e-05
5528.9506377496,2.590529675487392e-05
5793.640540539931,2.6862958248935758e-05
6058.330443330262,2.7797244493720955e-05
6323.020346120595,2.870398277762596e-05
6587.710248910926,2.9579045199150316e-05
6852.400151701257,3.041838038225807e-05
7117.090054491588,3.121804720456533e-05
7381.7799572819185,3.1974250497350634e-05
7646.4698600722495,3.268337861154599e-05
7911.1597628625805,3.334204267067942e-05
8175.849665652911,3.3947117251266976e-05
8440.539568443242,3.449578214463824e-05
8705.229471233573,3.4985564763109425e-05
8969.919374023904,3.541438265958127e-05
9234.609276814235,3.578058553519498e-05
9499.299179604566,3.608299601722361e-05
9763.989082394897,3.63209484019587e-05
10028.678985185228,3.649432447848539e-05
10293.36888797556,3.6603585482834e-05
10558.05879076589,3.664979918226857e-05
10822.748693556221,3.663466106077078e-05
11087.438596346552,3.65605085733872e-05
11352.128499136883,3.643032746299194e-05
11616.818401927214,3.6247749191550114e-05
11881.508304717545,3.6017038631652555e-05
12146.198207507876,3.574307129429535e-05
12410.888110298207,3.543129953560394e-05
12675.578013088538,3.5087707386918306e-05
12940.267915878872,3.4718753886206956e-05
13204.957818669203,3.433130504937192e-05
13469.647721459534,3.3932554901306416e-05
13734.337624249865,3.3529936280878156e-05
13999.027527040196,3.313102243254944e-05
14263.717429830527,3.274342069058241e-05
14528.407332620858,3.2374659839845854e-05
14793.09723541119,3.2032072990349334e-05
15057.78713820152,3.17226780215114e-05
15322.477040991851,3.1453057828465505e-05
15587.166943782182,3.122924272934905e-05
15851.856846572513,3.105659746399518e-05
16116.546749362844,3.093971522701158e-05
16381.236652153175,3.0882321130021575e-05
16645.926554943508,3.088718737888101e-05
16910.616457733835,3.095606228381451e-05
17175.30636052417,3.108961499714349e-05
17439.996263314497,3.1287397599567596e-05
17704.68616610483,3.154782583799043e-05
17969.37606889516,3.1868179462762014e-05
18234.065971685493,3.22446227277526e-05
18498.75587447582,3.2672245211120426e-05
18763.445777266155,3.314512269648482e-05
19028.135680056483,3.3656397432036944e-05
19292.825582846817,3.41983766674596e-05
19557.515485637145,3.476264796381394e-05
19822.20538842748,3.534020938807185e-05
20086.895291217807,3.592161234982051e-05
20351.58519400814,3.649711452073303e-05
20616.27509679847,3.705684000531053e-05
20880.964999588803,3.7590943711453564e-05
21145.654902379138,3.80897767084426e-05
21410.344805169465,3.854404926410651e-05
21675.0347079598,3.894498822768118e-05
21939.724610750127,3.928448547433913e-05
22204.41451354046,3.955523425442906e-05
22469.10441633079,3.975085049619593e-05
22733.794319121123,3.9865976394257504e-05
22998.48422191145,3.989636397421542e-05
23263.174124701785,3.983893675086458e-05
23527.864027492113,3.969182808537284e-05
23792.553930282447,3.945439538484955e-05
