x_real,y_real
7.266752811862018,0.0017207457332880987
7.283669869029234,0.002152129768483853
7.300586926196449,0.0026798000405090115
7.3175039833636655,0.003322171528006846
7.334421040530882,0.004100445557021228
7.351338097698098,0.005038868830566209
7.368255154865313,0.006164981725493499
7.385172212032529,0.007509846625605891
7.402089269199745,0.009108245676670242
7.4190063263669614,0.010998836058494974
7.435923383534177,0.01322424974494289
7.452840440701393,0.01583112384575888
7.469757497868609,0.01887004708077582
7.486674555035824,0.022395407815728945
7.50359161220304,0.026465129475822642
7.5205086693702565,0.031140280127819005
7.537425726537473,0.03648454465133084
7.554342783704688,0.0425635502552292
7.571259840871904,0.04944403916281903
7.58817689803912,0.05719288608854562
7.605093955206336,0.06587596262570711
7.622011012373552,0.07555685578861152
7.638928069540768,0.08629545359508509
7.655845126707984,0.09814641658805887
7.6727621838752,0.1111575603925475
7.689679241042415,0.12536818056664342
7.706596298209631,0.1408073568843103
7.723513355376848,0.15749227951534048
7.740430412544063,0.17542664406596495
7.757347469711279,0.1945991658358746
7.774264526878495,0.21498226567324003
7.791181584045711,0.23653098023684938
7.8080986412129265,0.25918214811547896
7.825015698380143,0.28285391997699855
7.841932755547359,0.3074456356599483
7.858849812714575,0.33283810389222535
7.87576686988179,0.3588943112232308
7.892683927049006,0.38546057597210015
7.9096009842162225,0.4123681507958805
7.926518041383439,0.43943526421817003
7.943435098550654,0.4664695775508028
7.96035215571787,0.49327101956512187
7.977269212885086,0.5196349475397956
7.994186270052301,0.5453555704609786
8.011103327219518,0.5702295587060215
8.028020384386734,0.5940597550025678
8.04493744155395,0.616658894269361
8.061854498721166,0.6378532354875667
8.07877155588838,0.6574860073047353
8.095688613055597,0.6754205708118601
8.112605670222813,0.6915432079130119
8.129522727390029,0.7057654518572883
8.146439784557245,0.7180258876296565
8.163356841724461,0.728291363686089
8.180273898891677,0.7365575725451388
8.197190956058893,0.7428489754947085
8.214108013226108,0.7472180655474157
8.231025070393324,0.7497439821374084
8.24794212756054,0.7505305102268862
8.264859184727756,0.7497035148133947
8.281776241894972,0.7474078786572632
8.298693299062188,0.7438040257920439
8.315610356229405,0.7390641255232465
8.332527413396619,0.7333680807396822
8.349444470563835,0.7268994101444051
8.366361527731051,0.7198411362664136
8.383278584898267,0.7123717897751476
8.400195642065484,0.7046616357519653
8.4171126992327,0.6968692193667951
8.434029756399916,0.6891383171732355
